Strike,Type,Symbol,Last,IV,Delta,Gamma,Theta,Vega,"IV Skew",Time
1050,Call,2759.5,98.93%,0.99745387701675,3.6710412579825E-14,-5.1482064436977E-11,6.9442436878614E-10,+74.50%,03/28/22
1050,Put,0.9,68.81%,-3.8315910605338E-12,3.6710412579825E-14,-5.1079375245878E-11,6.9442436878614E-10,+44.37%,03/28/22
1100,Call,2709.6,95.49%,0.99745387700013,1.8937506483469E-13,-2.6648246523323E-10,3.5822713671689E-9,+71.06%,03/28/22
1100,Put,1.1,67.78%,-2.0451394134664E-11,1.8937506483469E-13,-2.6432248367682E-10,3.5822713671689E-9,+43.35%,03/28/22
1150,Call,2659.7,92.22%,0.99745387692462,8.5904089265086E-13,-1.2127666898067E-9,1.6249856313748E-8,+67.79%,03/28/22
1150,Put,1.4,67.14%,-9.5955885952385E-11,8.5904089265086E-13,-1.202584684844E-9,1.6249856313748E-8,+42.70%,03/28/22
1200,Call,2609.9,89.20%,0.99745387661952,3.4723542995322E-12,-4.9175523594614E-9,6.5684019143378E-8,+64.77%,03/28/22
1200,Put,1.6,65.80%,-4.0106415322718E-10,3.4723542995322E-12,-4.8748032591339E-9,6.5684019143378E-8,+41.37%,03/28/22
1250,Call,2560.1,86.31%,0.99745387551,1.2651106584173E-11,-1.7970650363803E-8,2.3931184878561E-7,+61.88%,03/28/22
1250,Put,2,65.21%,-1.5105790840222E-9,1.2651106584173E-11,-1.780894163007E-8,2.3931184878561E-7,+40.77%,03/28/22
1300,Call,2510.3,83.54%,0.99745387184214,4.1961276205307E-11,-5.9778820438374E-8,7.9375116471302E-7,+59.11%,03/28/22
1300,Put,2.3,64.06%,-5.1784421611732E-9,4.1961276205307E-11,-5.9222147894446E-8,7.9375116471302E-7,+39.63%,03/28/22
1350,Call,2460.5,80.88%,0.99745386072121,1.2780814451858E-10,-1.8259017898917E-7,2.4176543886575E-6,+56.45%,03/28/22
1350,Put,2.7,63.13%,-1.62993664493E-8,1.2780814451858E-10,-1.8083094887928E-7,2.4176543886575E-6,+38.70%,03/28/22
1400,Call,2410.9,78.50%,0.99745382955428,3.6022220344489E-10,-5.160239521074E-7,6.8140633316513E-6,+54.07%,03/28/22
1400,Put,3.1,62.10%,-4.746630143049E-8,3.6022220344489E-10,-5.1088072930449E-7,6.8140633316513E-6,+37.67%,03/28/22
1450,Call,2361.2,76.12%,0.99745374826157,9.4581323107453E-10,-1.3584654534611E-6,1.7891265987554E-5,+51.68%,03/28/22
1450,Put,3.6,61.21%,-1.2875900821025E-7,9.4581323107453E-10,-1.3444606216451E-6,1.7891265987554E-5,+36.78%,03/28/22
1500,Call,2311.6,73.89%,0.99745354971997,2.3272868484787E-9,-3.3512209977987E-6,4.4023604943827E-5,+49.46%,03/28/22
1500,Put,4.1,60.22%,-3.2730060660052E-7,2.3272868484787E-9,-3.3154892041623E-6,4.4023604943827E-5,+35.79%,03/28/22
1600,Call,2212.6,69.80%,0.99745210031447,1.1839141161167E-8,-1.7131738172878E-5,0.00022395248514127,+45.37%,03/28/22
1600,Put,5.3,58.36%,-1.7767061135856E-6,1.1839141161167E-8,-1.6936380874644E-5,0.00022395248514127,+33.93%,03/28/22
1700,Call,2113.8,66.07%,0.99744600466567,4.9159321238195E-8,-7.1467273227735E-5,0.00092991138540213,+41.63%,03/28/22
1700,Put,5,56.61%,-7.872354912589E-6,4.9159321238195E-8,-7.0595695513831E-5,0.00092991138540213,+32.18%,"07:19 CT"
1800,Call,2015.3,62.68%,0.99742456129184,1.7151929701183E-7,-0.00025046180391673,0.0032445066996479,+38.25%,03/28/22
1800,Put,8.5,54.81%,-2.9315728738681E-5,1.7151929701183E-7,-0.00024719442257151,0.0032445066996479,+30.37%,03/28/22
1900,Call,1917.1,59.59%,0.99735991050443,5.1491535873626E-7,-0.00075511245790219,0.0097402820573373,+35.15%,03/28/22
1900,Put,10.6,53.12%,-9.3966516150442E-5,5.1491535873626E-7,-0.0007445708812616,0.0097402820573373,+28.68%,03/28/22
2000,Call,1819.3,56.77%,0.99718945935056,1.3563496863305E-6,-0.0019972217878142,0.025657087692362,+32.33%,03/28/22
2000,Put,13,51.40%,-0.00026441767002443,1.3563496863305E-6,-0.0019673669705667,0.025657087692362,+26.97%,03/28/22
2025,Call,1794.9,56.09%,0.99711763829681,1.6963450769594E-6,-0.0025003687971951,0.03208853501032,+31.66%,03/28/22
2025,Put,13.6,50.94%,-0.00033623872377103,1.6963450769594E-6,-0.0024623441290344,0.03208853501032,+26.50%,03/28/22
2050,Call,1770.5,55.41%,0.99702923550644,2.1069505395102E-6,-0.0031086796860226,0.039855662076298,+30.98%,03/28/22
2050,Put,14.3,50.53%,-0.00042464151414464,2.1069505395102E-6,-0.0030605810372629,0.039855662076298,+26.09%,03/28/22
2075,Call,1746.1,54.74%,0.99692114317367,2.5994812282747E-6,-0.0038391648289792,0.049172509494163,+30.30%,03/28/22
2075,Put,15,50.10%,-0.00053273384691377,2.5994812282747E-6,-0.0037787264663086,0.049172509494163,+25.66%,03/28/22
2100,Call,1721.8,54.11%,0.99678982365715,3.1864119307102E-6,-0.0047106110642273,0.060275053811085,+29.68%,03/28/22
2100,Put,15.8,49.72%,-0.00066405336342917,3.1864119307102E-6,-0.0046351545234749,0.060275053811085,+25.28%,03/28/22
2125,Call,1697.5,53.48%,0.99663127734483,3.8813875637716E-6,-0.0057436048652816,0.07342140606907,+29.05%,03/28/22
2125,Put,16.6,49.32%,-0.00082259967575282,3.8813875637716E-6,-0.0056499837586405,0.07342140606907,+24.88%,03/28/22
2150,Call,1673.3,52.89%,0.99644101231699,4.6992159280667E-6,-0.0069605292732085,0.088891674740558,+28.46%,03/28/22
2150,Put,17.4,48.90%,-0.0010128647035873,4.6992159280667E-6,-0.0068450701946912,0.088891674740558,+24.47%,03/28/22
2175,Call,1649.1,52.30%,0.99621401650126,5.6558410151811E-6,-0.0083855319006738,0.10698746080234,+27.87%,03/28/22
2175,Put,18.2,48.47%,-0.0012398605193251,5.6558410151811E-6,-0.0082439716738246,0.10698746080234,+24.04%,03/28/22
2200,Call,1624.9,51.70%,0.99594473302539,6.768295464312E-6,-0.010044461750571,0.12803095839206,+27.27%,03/28/22
2200,Put,19.1,48.08%,-0.0015091439951893,6.768295464312E-6,-0.0098718813450477,0.12803095839206,+23.65%,03/28/22
2225,Call,1600.7,51.11%,0.99562703947125,8.0546311198097E-6,-0.011964773108056,0.15236364121533,+26.67%,03/28/22
2225,Put,20,47.67%,-0.0018268375493311,8.0546311198097E-6,-0.011755528634914,0.15236364121533,+23.24%,03/28/22
2250,Call,1576.6,50.54%,0.99525423171407,9.5338270432541E-6,-0.014175395354346,0.18034452247661,+26.11%,03/28/22
